,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
65,42730898,Jewish Family Service of Metrowest Inc,FRAMINGHAM,MA,1686787200000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,33.0,1.0,2.0,4.0,1.0,,,23.0,,2.0,,,14.0,19.0,,,,,,,33.0,2.0,29.0,,2.0,,,,,5.0,,,,,,,4.0,1.0,,,,4.0,1.0,,,,,5.0,,,,5.0,,,,5.0,,0.0,70.0,2.0,2.0,33.0,2.0,,,29.0,1.0,1.0,,,62.0,8.0,,,,,,,,2.0,48.0,,20.0,2.0,,,68.0,0.0,247316.0,100.0,100.0,0.0,34616.34328358209,247316.0,2566611.0,WWW.JFSMW.ORG,68,5182864.0,,48.275862068965516,25.0,,
67,42775991,Metropolitan Boston Housing Partnership Inc,Roxbury Crossing,MA,1676505600000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,25.0,1.0,3.0,5.0,,,,15.0,1.0,,,,13.0,12.0,,,,,,,,,,,,,,,,10.0,0.0,2.0,1.0,,,,7.0,,,,,6.0,4.0,,,,,,,,,,,,,,,,241.0,17.0,79.0,60.0,,,,72.0,13.0,,,,179.0,62.0,,,,,,,,,,,,,,,,156356.0,230454.0,32.15305440565145,33.33333333333333,66.66666666666666,62838.28472222222,230454.0,18640592.0,WWW.METROHOUSINGBOSTON.ORG,291,464356613.0,80.0,45.0,66.66666666666666,,
70,43005094,Woodwell Climate Research Center,Falmouth,MA,1676419200000000000,White/Caucasian/European,Male,Not transgender (cisgender),,Person without a disability,,,,,,26.0,2.0,2.0,2.0,,,,18.0,2.0,,,,7.0,19.0,,,,,,,,,,,,,,,,8.0,,,,,,,8.0,,,,,4.0,4.0,,,,,8.0,,,,,,,,,,,117.0,7.0,4.0,12.0,,1.0,,86.0,6.0,,1.0,,70.0,47.0,,,,,,,,,,,,,,,,216649.0,261310.0,17.09119436684398,77.77777777777779,22.22222222222222,114501.81081081081,460886.0,10735602.0,WOODWELLCLIMATE.ORG,83,47265255.0,0.0,26.08695652173913,25.0,100.0,100.0
71,43007211,Vietnam Veterans Workshop Inc,Boston,MA,1694044800000000000,White/Caucasian/European,Male,,,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1.0,4.0,1.0,,,,14.0,1.0,,,,8.0,13.0,,,,,,,,,,,,,,,,95.0,3.0,30.0,6.0,,,,53.0,3.0,,,,51.0,44.0,,,,,,,,,,,,,,,,195619.33333333334,228936.0,14.552829902971423,50.0,50.0,44311.879310344826,285639.0,6413844.0,NECHV.ORG,122,11943137.0,80.0,35.714285714285715,25.0,,
73,43098024,Veterans Inc,Worcester,MA,1659312000000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0,1.0,3.0,,1.0,,19.0,0.0,,0.0,0.0,8.0,16.0,0.0,0.0,0.0,,,,,,,,,3.0,17.0,4.0,,180.0,2.0,23.0,18.0,,3.0,,128.0,4.0,,1.0,1.0,87.0,93.0,0.0,0.0,0.0,,,,,,,,,19.0,161.0,0.0,0.0,174779.0,214919.5,18.676993013663253,66.66666666666666,33.33333333333333,50533.32352941176,226477.0,9195283.0,WWW.VETERANSINC.ORG,173,18440204.0,,40.0,0.0,100.0,
74,43172401,The Housing Partnership Network Inc,Boston,MA,1668181446000000000,Black/African American,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,19.0,,2.0,2.0,,,,15.0,,,,,8.0,11.0,,,,,,,,,,,,,,,,21.0,2.0,3.0,1.0,,,,14.0,1.0,,,,10.0,11.0,,,,,,,,,,,,,,,,54.0,7.0,11.0,3.0,,,,31.0,2.0,,,,32.0,22.0,,,,,,,,,,,,,,,,336371.75,327430.5714285714,-2.7307097600625503,63.63636363636363,36.36363636363637,89006.90196078431,431730.0,8176853.0,HOUSINGPARTNERSHIP.NET,62,12049370.0,40.0,52.94117647058824,28.57142857142857,66.66666666666666,
75,43182053,The B E L L Foundation Inc,WESTWOOD,MA,1698710400000000000,Hispanic/Latino/Latina/Latinx,Female,,,,,,,,,11.0,0.0,1.0,1.0,,,,9.0,,,,,5.0,6.0,,,,,,,,,,,,,,,,8.0,,1.0,1.0,,,,6.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,82.0,6.0,15.0,6.0,,,,54.0,1.0,,,,52.0,30.0,,,,,,,,,,,,,,,,289983.8,299980.5,3.332449942579605,28.57142857142857,71.42857142857143,36920.25766871166,390972.0,8067882.0,WWW.BELLXCEL.ORG,170,19692109.0,80.0,30.0,75.0,,
76,43252955,Per Scholas Inc,Bronx,NY,1647015158000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,21.0,,4.0,1.0,,,,16.0,,,,,6.0,15.0,,,,,,,,,,,,,,,,10.0,,3.0,2.0,,,,4.0,1.0,,,,5.0,5.0,,,,,,,,,,,,,,,,338.0,32.0,133.0,48.0,,,,101.0,23.0,,,1.0,173.0,165.0,,,,,,,,,,,,,,,,217925.0,225687.4,3.4394476607909854,62.5,37.5,47495.96103896104,359849.0,23725346.0,WWW.PERSCHOLAS.ORG,470,45563468.0,60.0,32.0,28.57142857142857,,
77,43391788,Epiphany School Inc,Dorchester Center,MA,1591709326000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,27.0,,4.0,1.0,,,,22.0,,,,,17.0,10.0,,,,,27.0,,,,,,,,27.0,,,4.0,,2.0,,,,,2.0,,,,,3.0,1.0,,,,,4.0,,,1.0,3.0,,,,4.0,,,60.0,1.0,31.0,5.0,,,,22.0,1.0,,,,42.0,17.0,1.0,,,1.0,59.0,,,,,,,,60.0,,,157756.0,0.0,-1.0,0.0,100.0,43827.17857142857,162605.0,3996995.0,WWW.EPIPHANYSCHOOL.COM,86,7545393.0,66.66666666666666,52.17391304347826,50.0,,
81,43490827,Mainstay Supportive Housing & Home Care,Newton,MA,1701216000000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,,,,,,10.0,,2.0,,,,,8.0,,,,,6.0,4.0,,,,,,,,,,,,5.0,,,5.0,5.0,,1.0,,,,,4.0,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,72.0,2.0,33.0,9.0,,0.0,,28.0,0.0,,,,45.0,27.0,,,,,,,,,,,,,,,,0.0,250000.0,100.0,100.0,0.0,19845.66153846154,250000.0,1539968.0,WWW.MAINSTAYLIVING.ORG,66,2101971.0,,50.0,33.33333333333333,,
83,43512550,Clean Air Task Force Inc,Boston,MA,1687392000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,9.0,,1.0,,,,,8.0,,,,,4.0,5.0,,,,,,,,,,,,,,,,4.0,1.0,,,,,,3.0,,,,,2.0,2.0,,,,,4.0,,,,4.0,,,,4.0,,,75.0,2.0,7.0,2.0,,,,52.0,8.0,1.0,3.0,,35.0,36.0,1.0,3.0,,1.0,66.0,8.0,,6.0,64.0,5.0,,4.0,68.0,3.0,,249858.7142857143,279367.8333333333,10.56281916766331,46.15384615384615,53.84615384615385,115775.94827586207,351952.0,16855228.0,WWW.CATF.US,129,51134505.0,40.0,62.5,66.66666666666666,60.0,
84,43519203,New Leaders,NEW YORK,NY,1639138409000000000,Black/African American,Male,Decline to state,Decline to state,Decline to state,,,,,,12.0,,2.0,,,,,10.0,,,,,4.0,8.0,,,,,,,,,,,,,,,,7.0,,3.0,,,,,4.0,,,,,4.0,3.0,,,,,,,,,,,,,,,,163.0,10.0,57.0,15.0,,,,77.0,4.0,,,,125.0,38.0,,,,,,,,,,,,,,,,257898.77777777778,337595.4,23.60714103990227,35.714285714285715,64.28571428571429,125701.44,610652.0,22864282.0,WWW.NEWLEADERS.ORG,164,51082057.0,80.0,20.0,40.0,66.66666666666666,
85,43523528,Center for Effective Philanthropy Inc,Cambridge,MA,1692144000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,10.0,4.0,1.0,1.0,,,,4.0,,,,,5.0,5.0,,,,,10.0,,,1.0,7.0,2.0,,1.0,9.0,,,7.0,1.0,1.0,,,,,4.0,1.0,,,,5.0,2.0,,,,,7.0,,,1.0,6.0,,,1.0,5.0,1.0,,62.0,14.0,4.0,4.0,1.0,,,32.0,5.0,,2.0,,45.0,13.0,2.0,2.0,,,60.0,2.0,,18.0,44.0,,,6.0,48.0,8.0,,221807.25,341421.75,35.03423551663009,33.33333333333333,66.66666666666666,104153.13559322034,631827.0,9285180.0,WWW.CEP.ORG,71,13719145.0,60.0,40.0,75.0,,
86,43534407,Year Up Inc,Boston,MA,1701346125000000000,,Female,,,,,,,,,20.0,1.0,4.0,3.0,,1.0,,11.0,,,,,8.0,12.0,,,,,,,,,,,,,,,,11.0,1.0,2.0,1.0,,,,7.0,,,,,2.0,2.0,,,7.0,,3.0,,8.0,,4.0,,7.0,,,,,737.0,40.0,251.0,91.0,,2.0,,291.0,50.0,,5.0,7.0,169.0,79.0,4.0,1.0,484.0,2.0,150.0,,585.0,25.0,173.0,,539.0,,,,,295858.7,318189.0,7.017935880875828,44.44444444444444,55.55555555555556,89454.23561643835,597836.0,103456487.0,WWW.YEARUP.ORG,1113,179315305.0,80.0,40.0,30.0,66.66666666666666,
87,43694151,826 Valencia,San Francisco,CA,1700956800000000000,Middle Eastern,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,4.0,2.0,5.0,1.0,1.0,0.0,4.0,0.0,,,,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,7.0,5.0,14.0,1.0,1.0,1.0,14.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,201079.0,0.0,-1.0,0.0,100.0,49353.43548387097,201079.0,3260992.0,www.826valencia.org,63,5944678.0,,57.14285714285714,40.0,,
89,43766364,Community Health Connection Inc,Tulsa,OK,1654086495000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9.0,,1.0,6.0,,,,2.0,,,,,6.0,3.0,,,,,,,,,,,,,,,,18.0,,1.0,3.0,,,,14.0,,,,,10.0,8.0,,,,,,,,,,,,,,,,129.0,,3.0,63.0,,1.0,,19.0,43.0,,,,113.0,16.0,,,,,,,,,,,,,,,,183587.33333333334,200766.0,8.556561702014614,14.285714285714285,85.71428571428571,50492.66176470588,238122.0,8169292.0,N/A,143,13914137.0,66.66666666666666,66.66666666666666,40.0,100.0,
91,50276059,United Way of Rhode Island Inc,PROVIDENCE,RI,1696291200000000000,White/Caucasian/European,Female,,,,,,,,,22.0,1.0,2.0,2.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,7.0,,2.0,,,,,5.0,,,,,5.0,2.0,,,,,,,,,,,,,,,,80.0,3.0,11.0,21.0,,0.0,,43.0,2.0,,0.0,0.0,69.0,9.0,2.0,0.0,0.0,,,,,,,,,6.0,74.0,,,254937.5,0.0,-1.0,0.0,100.0,69332.61165048544,349320.0,7651134.0,WWW.UNITEDWAYRI.ORG,105,23014896.0,66.66666666666666,28.57142857142857,60.0,,
92,50395601,Rhode Island Community Food Bank Association,Providence,RI,1660089600000000000,White/Caucasian/European,Male,,,,,,,,,24.0,1.0,2.0,4.0,,0.0,,17.0,0.0,,0.0,0.0,12.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0,1.0,,,,,,3.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,58.0,3.0,3.0,9.0,,0.0,,43.0,0.0,0.0,0.0,0.0,37.0,21.0,0.0,0.0,0.0,,,,,,,,,,,,,172889.0,253231.0,31.726763310969037,25.0,75.0,57983.852459016394,253231.0,4308913.0,RIFOODBANK.ORG,65,33664062.0,100.0,48.0,33.33333333333333,,
93,60646592,Community Partners in Action Inc,HARTFORD,CT,1639387007000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,21.0,1.0,6.0,2.0,,0.0,,10.0,0.0,2.0,0.0,0.0,10.0,11.0,0.0,,0.0,0.0,21.0,0.0,0.0,2.0,19.0,0.0,0.0,,,,,9.0,0.0,1.0,1.0,,0.0,,7.0,,,,,9.0,0.0,,,,,9.0,,,1.0,8.0,,,,,,,144.0,,77.0,26.0,,0.0,,32.0,9.0,,0.0,0.0,77.0,67.0,0.0,0.0,0.0,,,,,,,,,,,,,185611.66666666666,0.0,-1.0,0.0,100.0,37645.89453125,212240.0,10194184.0,WWW.CPA-CT.ORG,259,16238720.0,,47.368421052631575,88.88888888888889,,
94,60646593,Mental Health Connecticut Inc,FARMINGTON,CT,1642518660000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),,,,,,,,14.0,,3.0,1.0,,,,9.0,1.0,,,,7.0,7.0,,,,,,,,,,,,,,,,15.0,1.0,,2.0,,,,12.0,,,,,10.0,5.0,,,,,,,,,,,,,,,,220.0,3.0,71.0,30.0,,0.0,,110.0,6.0,,,,160.0,60.0,,,,,,,,,,,,,,,,167949.5,245925.0,31.70702449933923,33.33333333333333,66.66666666666666,37961.99633699634,245925.0,10945449.0,WWW.MHCONN.ORG,276,15095005.0,0.0,60.0,60.0,,
96,60653142,United Community and Family Services Inc,Norwich,CT,1605525008000000000,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,15.0,,,,,,,,,,15.0,,,,,15.0,,,,15.0,,,,15.0,,,,15.0,,4.0,,,,,,,,,,4.0,,,,,4.0,,,,4.0,,,,4.0,,,,4.0,,389.0,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,389.0,,236975.0,284513.2,16.70860965326038,55.55555555555556,44.44444444444444,55348.265979381446,345870.0,29214375.0,WWW.UCFS.ORG,494,34563252.0,40.0,70.0,66.66666666666666,0.0,
97,60662111,Goodwill of Western and Northern Connecticut Inc,Bridgeport,CT,1639151326000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,12.0,,1.0,,,,,11.0,,,,,6.0,6.0,,,,,12.0,,,,12.0,,,,,,12.0,5.0,,,,,,,5.0,,,,,1.0,4.0,,,,,5.0,,,,,,,,,,5.0,1034.0,29.0,294.0,228.0,,,,461.0,,,,22.0,644.0,390.0,,,,,,,1034.0,,,,1034.0,,,,1034.0,177603.0,243663.75,27.111439432414546,80.0,20.0,15364.984412470025,315922.0,26781052.0,GWCT.ORG,1673,52522634.0,40.0,62.5,14.285714285714285,,
98,60662134,Girl Scouts of Connecticut Inc,Hartford,CT,1635945753000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,22.0,1.0,2.0,2.0,,0.0,,14.0,0.0,3.0,0.0,,21.0,1.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,72.0,,6.0,6.0,,,,57.0,3.0,,,0.0,64.0,8.0,,,,,,,,,,,,,,,,224690.0,0.0,-1.0,0.0,100.0,25319.64757709251,224690.0,5972250.0,WWW.GSOFCT.ORG,228,13637224.0,100.0,80.0,90.0,,
99,60667605,Connecticut Humane Society,Newington,CT,1665964800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,8.0,,,,,,,8.0,,,,,5.0,3.0,,,,,8.0,,,,8.0,,,1.0,7.0,,,4.0,,,,,,,4.0,,,,,3.0,1.0,,,,,4.0,,,,4.0,,,,4.0,,,77.0,1.0,,8.0,,1.0,,66.0,,,1.0,,66.0,9.0,2.0,,,2.0,75.0,,,10.0,66.0,1.0,,2.0,75.0,,,156518.0,199249.0,21.446029842056923,66.66666666666666,33.33333333333333,58715.87234042553,236522.0,6074308.0,WWW.CTHUMANE.ORG,97,21690019.0,80.0,20.0,57.14285714285714,,
100,60667607,Catholic Charities Inc Archdiocese of Hartford,HARTFORD,CT,1666828800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23.0,1.0,3.0,1.0,,0.0,,18.0,0.0,,0.0,0.0,8.0,15.0,0.0,0.0,0.0,,,,,,,,,,,,,48.0,2.0,8.0,21.0,,0.0,,16.0,1.0,,0.0,0.0,38.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,342.0,6.0,104.0,148.0,,0.0,,73.0,11.0,,0.0,0.0,285.0,57.0,0.0,0.0,0.0,,,,,,,,,,,,,176859.0,194151.0,8.906469706568599,50.0,50.0,38915.625,194151.0,18116535.0,WWW.CCAOH.ORG,458,25891910.0,66.66666666666666,45.0,30.0,,
101,60685118,The Mark Twain Memorial,Hartford,CT,1690502400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,32.0,0.0,6.0,2.0,1.0,,,23.0,,,,,14.0,18.0,,,,,,,,,,,,,,,,7.0,,,,,,,7.0,,,,,4.0,3.0,,,,,,,,,,,,,,,,60.0,1.0,6.0,1.0,,,,52.0,,,,,38.0,22.0,,,,,,,,,,,,,,,,0.0,163415.0,100.0,100.0,0.0,16098.6,163415.0,1451303.0,WWW.MARKTWAINHOUSE.ORG,81,2766310.0,,48.148148148148145,0.0,,
104,60870990,Cornell Scott Hill Health Corporation,New Haven,CT,1640690138000000000,Black/African American,Male,,,,,,,,,12.0,,,,,,,,,,,,5.0,7.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,661.0,21.0,210.0,209.0,,1.0,,212.0,8.0,,,,554.0,107.0,,,,,,,,,,,,,,,,328795.1666666667,360503.0,8.79544229405395,50.0,50.0,68011.77573529411,647912.0,59633398.0,WWW.HILLHEALTHCENTER.COM,828,109706117.0,60.0,57.14285714285714,30.0,50.0,
106,61063025,Connecticut Foodshare Inc,Wallingford,CT,1697068800000000000,White/Caucasian/European,Male,,,,,,,,,19.0,1.0,1.0,3.0,,,,13.0,,,,1.0,11.0,8.0,,,,,,,,,,,,,,,,11.0,,0.0,,,,,11.0,,,,,7.0,4.0,,,,,,,,,,,,,,,,124.0,3.0,19.0,24.0,,,,75.0,2.0,,,1.0,55.0,69.0,,,,,,,,,,,,,,,,203026.0,192843.0,-5.2804613079033205,50.0,50.0,65942.10606060606,203026.0,4748048.0,WWW.CTFOODBANK.ORG,68,78588911.0,,53.333333333333336,50.0,,
107,61157655,Hole in the Wall Gang Fund Inc,New Haven,CT,1697587200000000000,White/Caucasian/European,Male,,,,,,,,,29.0,1.0,4.0,,,,,24.0,,0.0,,,9.0,20.0,,,,,,,,,,,,,,,,7.0,1.0,,,,,,6.0,,,,,3.0,4.0,,,,,,,,,,,,,,,,97.0,3.0,5.0,1.0,,,,78.0,7.0,1.0,2.0,,61.0,34.0,1.0,,1.0,,,,,,,,,,,,,178316.0,206132.2,13.494349742543868,71.42857142857143,28.57142857142857,70555.12264150943,306391.0,8866136.0,WWW.HOLEINTHEWALLGANG.ORG,113,29148853.0,66.66666666666666,40.0,45.45454545454545,,
108,61172535,Inspirica Inc,Stamford,CT,1652694926000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,,,,,,,21.0,2.0,2.0,,,,,17.0,,,,,10.0,11.0,,,,,,,,,,,,,,,,7.0,0.0,2.0,1.0,,,,4.0,,,,,4.0,3.0,,,,,,,,,,,,,,,,91.0,0.0,47.0,16.0,,0.0,,22.0,3.0,,0.0,3.0,55.0,36.0,,,,,,,,,,,,,,,,257791.0,0.0,-1.0,0.0,100.0,37120.65151515151,257791.0,5157717.0,WWW.INSPIRICACT.ORG,133,9021681.0,0.0,37.5,42.857142857142854,,
109,61296692,Neighborhood Defender Service Inc,NEW YORK,NY,1571184000000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,7.0,1.0,4.0,,,,,2.0,,,,,3.0,4.0,,,,,7.0,,,,7.0,,,,,,,8.0,,4.0,1.0,,,,3.0,,,,,4.0,4.0,,,,,8.0,,,,8.0,,,,8.0,,,156.0,11.0,43.0,32.0,,0.0,,67.0,2.0,,,1.0,93.0,63.0,,,,,,,,9.0,43.0,,104.0,2.0,154.0,,,187629.8,299665.0,37.38681527705939,44.44444444444444,55.55555555555556,103296.58563535912,499495.0,20833491.0,WWW.NEIGHBORHOODDEFENDER.ORG,190,24309566.0,80.0,56.25,22.22222222222222,,
110,61517218,Student Leadership Network Inc,NEW YORK,NY,1655164800000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,4.0,1.0,,,,2.0,,,,,5.0,2.0,,,,,7.0,,,,5.0,1.0,1.0,,6.0,,1.0,59.0,,,,,,,,,,,,44.0,13.0,,2.0,,,57.0,2.0,,,,,,,,,,200839.0,202537.0,0.838365335716437,33.33333333333333,66.66666666666666,38328.0,275189.0,7225926.0,WWW.STUDENTLEADERSHIPNETWORK.ORG,163,12224104.0,60.0,73.33333333333333,66.66666666666666,,100.0
111,61576405,El Education Inc,NEW YORK,NY,1691539200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,,3.0,,,,,13.0,1.0,,,,9.0,8.0,,,,,,,,,,,,,,,,6.0,,4.0,,,,,2.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,219.0,9.0,51.0,14.0,,,,138.0,7.0,,,,163.0,56.0,,,,,,,,,,,,,,,,229691.6,224071.83333333334,-2.5080201215235274,54.54545454545454,45.45454545454545,108661.7397260274,421679.0,18357503.0,WWW.ELEDUCATION.ORG,157,41458493.0,20.0,66.66666666666666,50.0,60.0,100.0
112,61578214,New Beginnings Family Academy Inc,Bridgeport,CT,1603190910000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,8.0,,3.0,1.0,,,,4.0,,,,,4.0,4.0,0.0,,,,8.0,,,,,,,,,,,7.0,,3.0,1.0,,,,2.0,1.0,,,,5.0,2.0,,,,,,,,,,,,,,,,85.0,,30.0,6.0,,1.0,,39.0,9.0,,,,70.0,15.0,,,,,,,,,,,,,,,,215752.0,0.0,-1.0,0.0,100.0,43643.60431654676,215752.0,6282213.0,NBFACADEMY.ORG,140,8034593.0,100.0,66.66666666666666,50.0,,
113,61580427,Childrens Center of Hamden Inc,Hamden,CT,1597933741000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,3.0,,,,,3.0,1.0,,,,,4.0,,,,,,,,4.0,,,241.0,6.0,123.0,17.0,,,,88.0,4.0,,3.0,,139.0,102.0,,,,,,,,,,,,,,,,180959.33333333334,142158.5,-27.294064958010487,40.0,60.0,44956.75800711744,207732.0,13460044.0,WWW.CHILDRENSCENTERHAMDEN.ORG,286,15927798.0,60.0,50.0,57.14285714285714,,0.0
115,66010477,The Arc Eastern Connecticut Inc,Norwich,CT,1670457600000000000,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,13.0,,1.0,,,1.0,,11.0,,,,,8.0,5.0,,,,,12.0,,1.0,,9.0,,4.0,1.0,,0.0,12.0,6.0,,,1.0,,,,5.0,,,,,5.0,1.0,,,,,6.0,,,3.0,3.0,,,,6.0,,,433.0,4.0,74.0,65.0,,9.0,,260.0,21.0,,,,,,,,,,,,,,,,,,,,433.0,237693.0,0.0,-1.0,0.0,100.0,27455.98655462185,237693.0,16574005.0,WWW.THEARCECT.ORG,596,20386624.0,0.0,60.0,62.5,,
116,66026005,Boys and Girls Clubs of Hartford Inc,Hartford,CT,1690502400000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,45.0,2.0,12.0,5.0,0.0,0.0,0.0,24.0,2.0,,,,18.0,27.0,,,,,25.0,,20.0,,25.0,,20.0,,,,45.0,5.0,,3.0,,,,,2.0,,,,,3.0,2.0,,,,,,5.0,,,,5.0,,,5.0,,,50.0,,,,,,,,,,50.0,,,,,50.0,,,,50.0,,,,50.0,,,,50.0,,0.0,236307.0,100.0,100.0,0.0,26845.88028169014,236307.0,4048422.0,WWW.BGCHARTFORD.COM,143,9963793.0,0.0,40.0,50.0,,
117,66071847,New Opportunities Inc,WATERBURY,CT,1696896000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,,11.0,4.0,,,,3.0,,,,,15.0,3.0,,,,,,,,,,,,,,,,7.0,,,2.0,,,,5.0,,,,,3.0,4.0,,,,,,,,,,,,,,,,288.0,5.0,84.0,116.0,,,,68.0,8.0,,7.0,,200.0,88.0,,,,,,,,,,,,,,,,0.0,209174.66666666666,100.0,100.0,0.0,31427.57227138643,226378.0,11281471.0,WWW.NEWOPPINC.ORG,342,47240865.0,100.0,66.66666666666666,57.14285714285714,,0.0
