,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,total_compensation,web_address,num_employees,total_revenue
28,42387225,BOYS AND GIRLS CLUBS OF METROWEST INC,% HEATHER FEINBERG,169 PLEASANT ST,MARLBOROUGH,MA,01752-1184,0,3,3,1200,196612,1,16,59927349,1,1,202112.0,6,6,1,0,12,3807263.0,3808375.0,3792862.0,O23,,42387225,Boys and Girls Clubs of Metrowest Inc,MARLBOROUGH,MA,1674172800000000000,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Decline to state,,,,,,18.0,1.0,3.0,1.0,,,,13.0,,,,,10.0,8.0,,,,,18.0,,,,,18.0,,,,18.0,,4.0,,,,,,,4.0,,,,,3.0,1.0,,,,,4.0,,,,,4.0,,,,4.0,,107.0,,21.0,14.0,,,,50.0,22.0,,,,58.0,49.0,,,,,,107.0,,,,107.0,,,,107.0,,0.0,151934.0,100.0,1.0,0.0,2001253,WWW.BGCMETROWEST.ORG,132,3792862
29,42430193,WILLIE ROSS SCHOOL FOR THE DEAF INC,% WILL,32 NORWAY ST,LONGMEADOW,MA,01106-3143,0,3,3,1000,196811,1,11,30000000,1,1,202206.0,6,6,1,0,6,3527890.0,4999718.0,4971017.0,B28Z,,42430193,Willie Ross School for the Deaf Inc,Longmeadow,MA,1687305600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,22.0,,,,,,,9.0,,,13.0,,5.0,4.0,,13.0,,,8.0,14.0,,,8.0,14.0,,4.0,4.0,14.0,,7.0,,,,,,,5.0,,,2.0,,3.0,2.0,,2.0,,,1.0,6.0,,,4.0,3.0,,3.0,2.0,2.0,,65.0,2.0,,2.0,,,,22.0,1.0,,38.0,,23.0,2.0,1.0,39.0,,1.0,1.0,63.0,,5.0,19.0,40.0,1.0,7.0,16.0,42.0,,0.0,167022.0,100.0,1.0,0.0,4038726,WWW.WILLIEROSSSCHOOL.ORG,83,4971017
30,42448579,HOPE HOUSE INC,% P M CUNNINGHAM,8 FARNHAM ST,BOSTON,MA,02119-2962,0,3,3,1000,196709,1,16,399000000,1,1,202206.0,6,7,1,0,6,4807231.0,6395082.0,6395082.0,F22Z,,42448579,Hope House Inc,BOSTON,MA,1640082423000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11.0,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,7.0,0.0,,4.0,7.0,,2.0,1.0,,,,3.0,,,,1.0,4.0,3.0,,,,,,,,2.0,,,5.0,4.0,,,3.0,65.0,4.0,24.0,8.0,,1.0,,19.0,2.0,,,7.0,,,,,,,,,,,,,,,,,,177707.0,0.0,-1.0,0.0,1.0,3675131,WWW.HOPEHOUSEBOSTON.ORG,64,6395082
31,42488502,NATIONAL CONSUMER LAW CENTER INC,,7 WINTHROP SQ 4TH FLOOR,BOSTON,MA,02110-1245,0,3,3,1000,197312,1,15,460000000,1,1,202112.0,8,8,1,0,12,38467123.0,24522169.0,12110427.0,I80Z,,42488502,National Consumer Law Center Inc,Boston,MA,1691020800000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11.0,1.0,3.0,2.0,,,,5.0,,,,,6.0,5.0,,,,,11.0,,,,,,,,,,,7.0,,1.0,,,,,6.0,,,,,4.0,3.0,,,,,,,,,,,,,,,,51.0,4.0,2.0,,,,,30.0,1.0,,14.0,,30.0,20.0,1.0,,,,,,,,,,,,,,,198045.25,211719.0,6.4584425582966105,0.5555555555555556,0.4444444444444444,8280258,WWW.NCLC.ORG,72,12110427
32,42518368,WAY FINDERS INC,,1780 MAIN ST,SPRINGFIELD,MA,01103-1000,0,3,3,1000,199404,1,15,381000000,1,1,202206.0,9,9,1,0,6,56219602.0,168594430.0,168594430.0,L210,,42518368,Way Finders Inc,Springfield,MA,1660867200000000000,Black/African American,Male,Not transgender (cisgender),,,,,,,,21.0,,4.0,3.0,,,,12.0,2.0,,,,12.0,9.0,,,,,,,,,,,,,,,,8.0,1.0,4.0,1.0,,,,2.0,,,,,6.0,2.0,,,,,,,,,,,,,,,,297.0,4.0,41.0,151.0,,,,90.0,9.0,,,2.0,212.0,85.0,,,,,,,,,,,,,,,,173238.0,182268.0,4.954243202317467,0.5,0.5,19026935,WWW.WAYFINDERS.ORG,399,168594430
33,42518575,BAY COVE HUMAN SERVICES INC,,66 CANAL ST,BOSTON,MA,02114-2002,0,3,3,1000,197401,1,15,154000000,1,1,202206.0,9,9,1,0,6,74683813.0,138125152.0,138026534.0,,,42518575,Bay Cove Human Services Inc,Boston,MA,1667827065000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,20.0,2.0,2.0,,,,,16.0,,,,,7.0,13.0,,,,,,,,3.0,17.0,,,,,,,6.0,0.0,0.0,1.0,,0.0,,5.0,,,,,3.0,3.0,,,,,6.0,,,1.0,5.0,,,,6.0,,,1977.0,56.0,1117.0,128.0,,14.0,,555.0,57.0,,50.0,,1318.0,659.0,,,,,,,,,,,,115.0,1222.0,119.0,521.0,213010.33333333334,302635.0,29.61477247068801,0.3333333333333333,0.6666666666666666,97855806,WWW.BAYCOVE.ORG,2152,138026534
34,42535767,UNION OF CONCERNED SCIENTISTS INC,,TWO BRATTLE SQUARE,CAMBRIDGE,MA,02138-3742,0,3,3,1000,197406,1,15,994000000,1,1,202209.0,9,9,1,0,9,71567370.0,64427163.0,48698312.0,Q055,,42535767,Union of Concerned Scientists Inc,CAMBRIDGE,MA,1655942400000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,19.0,,3.0,0.0,,,,16.0,,,,,6.0,13.0,,,,,,,,,,,,,,,,25.0,1.0,,,,,,22.0,2.0,,,,14.0,11.0,,,,,,,,,,,,,,,,234.0,19.0,16.0,19.0,,2.0,,164.0,14.0,,,,153.0,79.0,2.0,,,,,,,,,,,,,,,268512.8333333333,285765.5,6.037351138141829,0.4,0.6,26947786,WWW.UCSUSA.ORG,244,64025005
35,42562646,MYSTIC VALLEY ELDER SERVICES INC,,300 COMMERCIAL ST STE 19,MALDEN,MA,02148-7311,0,3,3,2000,197703,1,15,153575165,1,1,202206.0,8,9,1,0,6,29641909.0,94729966.0,94729966.0,P81Z,,42562646,Mystic Valley Elder Services Inc,Malden,MA,1645620848000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,26.0,,1.0,1.0,,,,24.0,,,,,18.0,8.0,,,,,26.0,,,1.0,17.0,,8.0,5.0,,,21.0,11.0,,,,,,,11.0,,,,,9.0,2.0,,,,,11.0,,,,,,11.0,,,,11.0,324.0,20.0,34.0,37.0,,0.0,,231.0,2.0,,0.0,0.0,,,,,,,,,,,,,,,,,,226049.0,232922.33333333334,2.950912106610648,0.75,0.25,20267446,WWW.MVES.ORG,379,94729966
36,42600042,HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,,632 BLUE HILL AVE,DORCHESTER,MA,02121-3213,0,3,3,1000,197702,1,15,0,5,1,202206.0,7,8,1,0,6,9212846.0,15355937.0,15355937.0,E32Z,,42600042,Harvard Street Neighborhood Health Center Inc,Dorchester,MA,1694563200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,11.0,0.0,8.0,,,,,2.0,1.0,,,,6.0,5.0,,,,,,,11.0,,,,11.0,1.0,10.0,,,9.0,1.0,4.0,1.0,0.0,,,3.0,,,,,5.0,4.0,,,,,,,9.0,,,,9.0,,,,9.0,105.0,4.0,61.0,26.0,,,,14.0,,,,,84.0,21.0,,,,,,,105.0,,,,105.0,,,,105.0,193526.66666666666,185420.0,-4.372056232696935,0.4,0.6,6885006,WWW.HARVARDSTREET.ORG,158,15355937
37,42678774,CODMAN SQUARE HEALTH CENTER INC,,637 WASHINGTON ST,DORCHESTER,MA,02124-3510,0,3,3,1000,198007,1,15,154165000,1,1,202209.0,9,9,1,0,9,56628641.0,58410175.0,56129648.0,E320,,42678774,Codman Square Health Center Inc,DORCHESTER,MA,1572889693000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,1.0,6.0,0.0,,0.0,,7.0,,,,,6.0,8.0,,,,,,,,,,,,,,,,7.0,1.0,3.0,1.0,,0.0,,2.0,,,,,4.0,3.0,,,,,,,,,,,,,,,,316.0,3.0,210.0,13.0,,0.0,,75.0,15.0,,0.0,0.0,267.0,49.0,,,,,,,,,,,,,,,,227786.6,233003.0,2.238769457903973,0.5454545454545454,0.45454545454545453,23260291,WWW.CODMAN.ORG,377,55977934
38,42698497,PLANNED PARENTHOOD LEAGUE OF MASSACHUSETTS INC,,1055 COMMONWEALTH AVE,BOSTON,MA,02215-1001,0,3,3,2000,198005,1,15,123564154,1,1,202206.0,8,8,1,0,6,41834738.0,31439793.0,31439793.0,E420,,42698497,Planned Parenthood League of Massachusetts Inc,Boston,MA,1657497600000000000,White/Caucasian/European,Female,,,,,,,,,21.0,2.0,2.0,1.0,,0.0,,13.0,2.0,,,1.0,15.0,2.0,4.0,,,3.0,17.0,1.0,,,,,,,,,,60.0,5.0,7.0,3.0,,1.0,,35.0,5.0,,,4.0,,,,,,,,,,,,,,,,,,237.0,19.0,20.0,21.0,,1.0,,131.0,15.0,,10.0,20.0,208.0,18.0,8.0,2.0,1.0,3.0,226.0,,8.0,,,,,,,,,239932.75,227487.5,-5.470740150557723,0.3333333333333333,0.6666666666666666,14470520,WWW.PPLM.ORG,337,31439793
39,42708824,GREATER LAWRENCE FAMILY HEALTH CENTER INC,% JULIE REARDON,1 GRIFFIN BROOK DRIVE,METHUEN,MA,01844-1865,0,3,3,1000,198101,1,12,0,5,1,202206.0,9,9,1,0,6,54154757.0,113005553.0,81574063.0,E320,,42708824,Greater Lawrence Family Health Center Inc,METHUEN,MA,1674604800000000000,Black/African American,Male,,,Person without a disability,,,,,,15.0,,1.0,5.0,,,,9.0,,,,,7.0,7.0,,,1.0,,,,,,,,,,,,,7.0,1.0,1.0,,,,,5.0,,,,,4.0,3.0,,,,,,,,,,,,,,,,740.0,34.0,15.0,439.0,,0.0,,235.0,11.0,,6.0,0.0,626.0,114.0,,,,,,,,,,,,,,,,277114.28571428574,274288.85714285716,-1.030092363525004,0.5,0.5,62292469,WWW.GLFHC.ORG,955,81574063
40,42730898,JEWISH FAMILY SERVICE OF METROWEST INC,,475 FRANKLIN ST STE 101,FRAMINGHAM,MA,01702-6236,0,3,3,1000,198202,1,16,166000000,1,1,202209.0,7,7,1,0,9,8487807.0,5237454.0,5182864.0,P31Z,,42730898,Jewish Family Service of Metrowest Inc,FRAMINGHAM,MA,1686787200000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,33.0,1.0,2.0,4.0,1.0,,,23.0,,2.0,,,14.0,19.0,,,,,,,33.0,2.0,29.0,,2.0,,,,,5.0,,,,,,,4.0,1.0,,,,4.0,1.0,,,,,5.0,,,,5.0,,,,5.0,,0.0,70.0,2.0,2.0,33.0,2.0,,,29.0,1.0,1.0,,,62.0,8.0,,,,,,,,2.0,48.0,,20.0,2.0,,,68.0,0.0,247316.0,100.0,1.0,0.0,2566611,WWW.JFSMW.ORG,68,5182864
41,42775991,METROPOLITAN BOSTON HOUSING PARTNERSHIP INC,,1411 TREMONT ST,BOSTON,MA,02120-3401,0,3,3,1000,198305,1,15,381994398,1,1,202206.0,9,9,1,0,6,59144142.0,464454968.0,464356613.0,L20,,42775991,Metropolitan Boston Housing Partnership Inc,Roxbury Crossing,MA,1676505600000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,25.0,1.0,3.0,5.0,,,,15.0,1.0,,,,13.0,12.0,,,,,,,,,,,,,,,,10.0,0.0,2.0,1.0,,,,7.0,,,,,6.0,4.0,,,,,,,,,,,,,,,,241.0,17.0,79.0,60.0,,,,72.0,13.0,,,,179.0,62.0,,,,,,,,,,,,,,,,156356.0,230454.0,32.15305440565145,0.3333333333333333,0.6666666666666666,18640592,WWW.METROHOUSINGBOSTON.ORG,291,464356613
42,43005094,WOODWELL CLIMATE RESEARCH CENTER,,149 WOODS HOLE RD,FALMOUTH,MA,02540-1644,0,3,3,1000,199110,1,15,124000000,1,1,202206.0,9,8,1,0,6,63122492.0,48419271.0,47265255.0,U300,,43005094,Woodwell Climate Research Center,Falmouth,MA,1676419200000000000,White/Caucasian/European,Male,Not transgender (cisgender),,Person without a disability,,,,,,26.0,2.0,2.0,2.0,,,,18.0,2.0,,,,7.0,19.0,,,,,,,,,,,,,,,,8.0,,,,,,,8.0,,,,,4.0,4.0,,,,,8.0,,,,,,,,,,,117.0,7.0,4.0,12.0,,1.0,,86.0,6.0,,1.0,,70.0,47.0,,,,,,,,,,,,,,,,216649.0,261310.0,17.09119436684398,0.7777777777777778,0.2222222222222222,10735602,WOODWELLCLIMATE.ORG,83,47265255
43,43007211,VIETNAM VETERANS WORKSHOP INC,,17 COURT ST,BOSTON,MA,02108-2601,0,3,3,1000,198809,1,15,907000000,1,1,202206.0,8,8,1,0,6,30212262.0,12132348.0,11943137.0,L410,,43007211,Vietnam Veterans Workshop Inc,Boston,MA,1694044800000000000,White/Caucasian/European,Male,,,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1.0,4.0,1.0,,,,14.0,1.0,,,,8.0,13.0,,,,,,,,,,,,,,,,95.0,3.0,30.0,6.0,,,,53.0,3.0,,,,51.0,44.0,,,,,,,,,,,,,,,,195619.33333333334,228936.0,14.552829902971423,0.5,0.5,6413844,NECHV.ORG,122,11943137
44,43098024,VETERANS INC,% VETE,69 GROVE ST,WORCESTER,MA,01605-2600,0,3,3,1000,199106,1,15,429000000,1,1,202206.0,8,8,1,0,6,23448065.0,21871539.0,21842562.0,S20Z,,43098024,Veterans Inc,Worcester,MA,1659312000000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0,1.0,3.0,,1.0,,19.0,0.0,,0.0,0.0,8.0,16.0,0.0,0.0,0.0,,,,,,,,,3.0,17.0,4.0,,180.0,2.0,23.0,18.0,,3.0,,128.0,4.0,,1.0,1.0,87.0,93.0,0.0,0.0,0.0,,,,,,,,,19.0,161.0,0.0,0.0,219192.0,227784.0,3.771994521125276,0.6666666666666666,0.3333333333333333,10355944,WWW.VETERANSINC.ORG,248,21842562
45,43172401,THE HOUSING PARTNERSHIP NETWORK INC,,1 WASHINGTON MALL 12TH FLOOR,BOSTON,MA,02108-2603,0,3,3,1000,199306,1,15,380000000,1,1,202212.0,8,8,1,0,12,37762315.0,12049370.0,12049370.0,L99,,43172401,The Housing Partnership Network Inc,Boston,MA,1668181446000000000,Black/African American,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,19.0,,2.0,2.0,,,,15.0,,,,,8.0,11.0,,,,,,,,,,,,,,,,21.0,2.0,3.0,1.0,,,,14.0,1.0,,,,10.0,11.0,,,,,,,,,,,,,,,,54.0,7.0,11.0,3.0,,,,31.0,2.0,,,,32.0,22.0,,,,,,,,,,,,,,,,315978.4,342934.8333333333,7.8605118853970675,0.5454545454545454,0.45454545454545453,8176853,HOUSINGPARTNERSHIP.NET,62,12049370
46,43182053,THE B E L L FOUNDATION INC,% DR TIFFANY GUEYE,1 UNIVERSITY AVE STE 201A,WESTWOOD,MA,02090-2181,0,3,3,1000,199403,1,15,408349040,1,1,202112.0,8,8,1,0,12,26190550.0,19692109.0,19692109.0,,,43182053,The B E L L Foundation Inc,WESTWOOD,MA,1666137600000000000,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11.0,0.0,1.0,1.0,,,,9.0,,,,,5.0,6.0,,,,,,,,,,,,,,,,7.0,,1.0,1.0,,,,5.0,,,,,4.0,3.0,,,,,,,,,,,,,,,,60.0,4.0,11.0,6.0,,,,39.0,,,,,42.0,18.0,,,,,,,,,,,,,,,,289983.8,299980.5,3.332449942579605,0.2857142857142857,0.7142857142857143,8067882,WWW.BELLXCEL.ORG,170,19692109
47,43252955,PER SCHOLAS INC,% DINO LIANOS,804 E 138TH ST FRNT 2,BRONX,NY,10454-1932,0,3,3,1000,199503,1,15,994602000,1,1,202212.0,8,9,1,0,12,45767891.0,56920033.0,55750289.0,J12,,43252955,Per Scholas Inc,Bronx,NY,1647015158000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,21.0,,4.0,1.0,,,,16.0,,,,,6.0,15.0,,,,,,,,,,,,,,,,10.0,,3.0,2.0,,,,4.0,1.0,,,,5.0,5.0,,,,,,,,,,,,,,,,338.0,32.0,133.0,48.0,,,,101.0,23.0,,,1.0,173.0,165.0,,,,,,,,,,,,,,,,209742.75,235810.25,11.054438897376174,0.5,0.5,23725346,WWW.PERSCHOLAS.ORG,470,45563468
48,43391788,EPIPHANY SCHOOL INC,% JOHN H FINLEY IV,154 CENTRE ST,DORCHESTER,MA,02124-2311,0,3,3,2000,199806,1,11,46000000,1,1,202206.0,8,7,1,0,6,35518377.0,7642003.0,7545393.0,B25Z,,43391788,Epiphany School Inc,Dorchester Center,MA,1591709326000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,27.0,,4.0,1.0,,,,22.0,,,,,17.0,10.0,,,,,27.0,,,,,,,,27.0,,,4.0,,2.0,,,,,2.0,,,,,3.0,1.0,,,,,4.0,,,1.0,3.0,,,,4.0,,,60.0,1.0,31.0,5.0,,,,22.0,1.0,,,,42.0,17.0,1.0,,,1.0,59.0,,,,,,,,60.0,,,157756.0,0.0,-1.0,0.0,1.0,3996995,WWW.EPIPHANYSCHOOL.COM,86,7545393
49,43478123,ROOT CAPITAL INC,% BRYAN WOLINER,245 MAIN STREET 2ND FLOOR,CAMBRIDGE,MA,02142-1064,0,3,3,1000,200103,1,15,0,1,1,202112.0,9,8,1,0,12,100873290.0,34370949.0,34310202.0,Q123,,43478123,Root Capital Inc,Cambridge,MA,1616161794000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16.0,,3.0,2.0,,,,9.0,1.0,,1.0,,7.0,8.0,,1.0,,,,,,1.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,1.0,,2.0,,,,21.0,1.0,,5.0,84.0,16.0,9.0,,5.0,84.0,,24.0,6.0,84.0,1.0,22.0,7.0,84.0,1.0,24.0,5.0,84.0,209601.6,278320.5,24.690563576883484,0.2857142857142857,0.7142857142857143,9399280,WWW.ROOTCAPITAL.ORG,58,34310202
50,43490827,MAINSTAY SUPPORTIVE HOUSING & HOME CARE,% PAUL LEMIEUX,29 CRAFTS ST STE 260,NEWTON,MA,02458-1396,0,3,3,1000,200003,1,16,0,1,1,202206.0,6,6,1,0,6,1412549.0,2101971.0,2101971.0,F33,,43490827,Mainstay Supportive Housing & Home Care,Newton,MA,1643125575000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,,,,,,7.0,,1.0,,,,,6.0,,,,,4.0,3.0,,,,,,,,,,,,,,,,5.0,,1.0,,,,,4.0,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,72.0,2.0,33.0,9.0,,0.0,,28.0,0.0,,,,45.0,27.0,,,,,,,,,,,,,,,,0.0,250000.0,100.0,1.0,0.0,1539968,WWW.MAINSTAYLIVING.ORG,66,2101971
51,43512550,CLEAN AIR TASK FORCE INC,,114 STATE STREET 6TH FL,BOSTON,MA,02109-2421,0,3,3,2000,200009,1,16,0,1,1,202212.0,8,9,1,0,12,44073956.0,51412019.0,51134505.0,C012,,43512550,Clean Air Task Force Inc,Boston,MA,1687392000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,9.0,,1.0,,,,,8.0,,,,,4.0,5.0,,,,,,,,,,,,,,,,4.0,1.0,,,,,,3.0,,,,,2.0,2.0,,,,,4.0,,,,4.0,,,,4.0,,,75.0,2.0,7.0,2.0,,,,52.0,8.0,1.0,3.0,,35.0,36.0,1.0,3.0,,1.0,66.0,8.0,,6.0,64.0,5.0,,4.0,68.0,3.0,,249858.7142857143,279367.8333333333,10.56281916766331,0.46153846153846156,0.5384615384615384,16855228,WWW.CATF.US,129,51134505
52,43519203,NEW LEADERS,,101 W 23RD ST # 300,NEW YORK,NY,10011-2490,0,3,3,1200,202207,1,15,0,1,1,202206.0,9,9,1,0,6,51919940.0,51082057.0,51082057.0,B80,,43519203,New Leaders,NEW YORK,NY,1639138409000000000,Black/African American,Male,Decline to state,Decline to state,Decline to state,,,,,,12.0,,2.0,,,,,10.0,,,,,4.0,8.0,,,,,,,,,,,,,,,,7.0,,3.0,,,,,4.0,,,,,4.0,3.0,,,,,,,,,,,,,,,,163.0,10.0,57.0,15.0,,,,77.0,4.0,,,,125.0,38.0,,,,,,,,,,,,,,,,293174.1,269331.25,-8.852611793098639,0.2857142857142857,0.7142857142857143,22864282,WWW.NEWLEADERS.ORG,164,51082057
53,43523528,CENTER FOR EFFECTIVE PHILANTHROPY INC,% ALEX OCASIO,675 MASSACHUSETTS AVE STE 7,CAMBRIDGE,MA,02139-3309,0,3,3,1000,200011,1,15,0,1,1,202212.0,8,8,1,0,12,22093437.0,16061494.0,13719145.0,T02,,43523528,Center for Effective Philanthropy Inc,Cambridge,MA,1692144000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,10.0,4.0,1.0,1.0,,,,4.0,,,,,5.0,5.0,,,,,10.0,,,1.0,7.0,2.0,,1.0,9.0,,,7.0,1.0,1.0,,,,,4.0,1.0,,,,5.0,2.0,,,,,7.0,,,1.0,6.0,,,1.0,5.0,1.0,,62.0,14.0,4.0,4.0,1.0,,,32.0,5.0,,2.0,,45.0,13.0,2.0,2.0,,,60.0,2.0,,18.0,44.0,,,6.0,48.0,8.0,,223982.0,323516.5,30.766436951438337,0.3333333333333333,0.6666666666666666,7764517,WWW.CEP.ORG,59,21070243
54,43534407,YEAR UP INC,,45 MILK STREET 9TH FLOOR,BOSTON,MA,02109-5165,0,3,3,2000,200103,1,11,0,1,1,202212.0,9,9,1,0,12,226416191.0,194144160.0,179315305.0,B41,,43534407,Year Up Inc,Boston,MA,1693440000000000000,White/Caucasian/European,Male,,,,,,,,,20.0,1.0,4.0,3.0,,1.0,,11.0,,,,,8.0,12.0,,,,,,,,,,,,,,,,11.0,1.0,2.0,1.0,,,,7.0,,,,,2.0,2.0,,,7.0,,3.0,,8.0,,4.0,,7.0,,,,,737.0,40.0,251.0,91.0,,2.0,,291.0,50.0,,5.0,7.0,169.0,79.0,4.0,1.0,484.0,2.0,150.0,,585.0,25.0,173.0,,539.0,,,,,295858.7,318189.0,7.017935880875828,0.4444444444444444,0.5555555555555556,103456487,WWW.YEARUP.ORG,1113,179315305
55,46149986,CONSERVATION LAW FOUNDATION INC,% ERIN M MAKI,62 SUMMER ST,BOSTON,MA,02110-1016,0,3,3,1200,196707,1,15,350059000,1,1,202207.0,8,8,1,0,7,39625749.0,20862587.0,28629801.0,C013,,46149986,Conservation Law Foundation Inc,BOSTON,MA,1692748800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,25.0,3.0,2.0,1.0,,,,18.0,,,,1.0,10.0,15.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,11.0,11.0,9.0,,,,92.0,,,,3.0,,,,,,,,,,,,,,,,,,200541.33333333334,233638.0,14.165789240905442,0.5,0.5,11672022,WWW.CLF.ORG,122,28629801
56,50276059,UNITED WAY OF RHODE ISLAND INC,,50 VALLEY ST,PROVIDENCE,RI,02909-2406,0,3,3,1000,195508,1,15,600000000,1,1,202206.0,8,8,1,0,6,29334248.0,24695269.0,23014896.0,T700,,50276059,United Way of Rhode Island Inc,PROVIDENCE,RI,1684281600000000000,White/Caucasian/European,Female,,,,,,,,,22.0,1.0,2.0,2.0,,,,17.0,,,,,11.0,11.0,,,,,,,,,,,,,,,,6.0,0.0,2.0,0.0,,0.0,,4.0,0.0,,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,,,,,,,,0.0,6.0,0.0,0.0,80.0,3.0,11.0,21.0,,0.0,,43.0,2.0,,0.0,0.0,69.0,9.0,2.0,0.0,0.0,,,,,,,,,6.0,74.0,,,254937.5,0.0,-1.0,0.0,1.0,7651134,WWW.UNITEDWAYRI.ORG,105,23014896
