ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category,Average Salary,CEO Pay Ratio,Candid Reporting,Diversity Reporting,Highest Compensated,Officers,Pay Gap,Trustees,total_score
952769432,Venice Family Clinic,Venice,CA,1.69174E+18,Asian/Asian American,Male,Not transgender (cisgender),,,,,,,,19,,1,2,,,,15,1,,,,11,8,,,,1,18,,,,,,,,,,,7,3,,1,,,,3,,,,,5,2,,,,,,,,,,,,,,,,569,136,55,150,,1,1,197,8,,,21,380,158,,,31,,,,,,,,,,,,,317040.9091,279242.25,-13.53615332,26.66666667,73.33333333,87114.80763,402260,54869663,HTTP://WWW.VENICEFAMILYCLINIC.ORG/,592,84755874,40,62.5,33.33333333,87.5,,hospital,5,4,5,5,6,4,10,6,45
411750692,Thurgood Marshall College Fund Inc,WASHINGTON,DC,1.70476E+18,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,29,,18,0,,,,11,,,,,11,18,,,,,,,,,,,,,,,,6,,6,,,,,,,,,,3,3,,,,,,,,,,,,,,,,83,,71,5,,,,4,3,,,,50,33,,,,,,,,,,,,,,,,231377.4,318111.8,27.2653828,50,50,141287.3387,706017,11507261,www.tmcf.org,72,98266975,40,31.81818182,50,,,college,5,4,5,5,6,10,6,4,45
951831116,Direct Relief,SANTA BARBARA,CA,1.69396E+18,White/Caucasian/European,Male,,,,,,,,,17,,2,1,,,,12,,,2,,8,9,,,,,15,,2,,15,,2,,14,1,2,11,1,1,,,,,9,,,,,3,8,,,,,,,,,,,,,,,,130,10,3,32,,1,,66,7,,11,,64,56,,,10,,,,,,,,,,,,,360504.6667,315685.1667,-14.19753119,66.66666667,33.33333333,106235.9504,556736,15830175,WWW.DIRECTRELIEF.ORG,130,2218136536,20,40,50,,,other,5,4,5,5,0,10,10,6,45
112247307,Advocates for Children of NY Inc,New York,NY,1.69404E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16,1,1,1,,,,13,,,,,9,7,,,,0,16,0,0,,,,,2,14,,,5,,1,,,,,4,,,,,4,1,,,,0,5,,,0,5,,,,5,,,52,3,7,19,0,0,0,23,0,,0,,45,7,,,,0,52,,,2,45,5,,13,39,,,198640,181137,-9.662851875,20,80,81520.35,253062,5866918,www.advocatesforchildren.org,65,14016276,75,50,60,,,other,4,5,5,5,0,6,10,10,45
131624111,Evident Change,OAKLAND,CA,1.70424E+18,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12,,4,1,,,,6,1,,,,6,6,,,,,,,,,,,,,,,,4,1,1,,,,,2,,,,,4,,,,,,4,,,,4,,,,,,,132,8,26,19,0,0,0,72,7,,0,0,90,41,1,,,,,,,,,,,6,123,3,,220568,189655.6667,-16.29918783,42.85714286,57.14285714,78422.58268,283195,11410907,WWW.EVIDENTCHANGE.ORG,134,16908625,40,36.36363636,66.66666667,,,other,4,5,5,5,6,4,10,6,45
521328557,National Center for Missing and Exploited Children,ALEXANDRIA,VA,1.69335E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,31,,,,,,,,,,,31,14,17,,,,,,,31,,,,31,,,,31,14,,,,,,,,,,,14,8,6,,,,,,,14,,,,14,,,,14,409,,,,,,,,,,,409,,,,,409,,,,,,,,,,,,,262024.25,234722.2,-11.6316437,55.55555556,44.44444444,79374.55123,369914,40956489,WWW.MISSINGKIDS.ORG,497,60183871,40,43.33333333,50,,,other,4,4,5,0,6,10,10,6,45
521969967,Campaign for Tobacco-Free Kids,Washington,DC,1.69529E+18,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16,2,3,,,,,11,,,,,8,8,,,,,,,,,,,,,,,,6,,3,1,,,,2,,,,,5,1,,,,,,,,,,,,,,,,140,18,31,14,,,,72,5,,,,97,43,,,,,,,,,,,,,,,,191497.1,210519,9.035716491,28.57142857,71.42857143,71992.36527,312373,14779772,WWW.TOBACCOFREEKIDS.ORG,181,40354963,100,50,50,50,,other,4,5,5,5,0,10,6,10,45
741916260,National Association of Criminal Defense Lawyers Inc,WASHINGTON,DC,1.65419E+18,Black/African American,Female,Not transgender (cisgender),Decline to state,Person without a disability,,,,,,45,1,7,3,,,,29,1,2,,2,17,28,0,,,,45,,,1,43,,1,,,,45,11,,3,,,,,7,1,,,,5,6,,,,,11,,,3,7,1,,4,,7,,51,1,12,4,,,,27,2,2,3,,30,19,2,,,,48,3,,4,43,2,2,7,,,44,159730,261904.3333,39.01208202,60,40,73050.66667,404332,5049909,WWW.NACDL.ORG,59,10061062,40,35.55555556,50,,0,other,4,4,5,5,6,10,4,6,44
223076454,Youthbuild USA Inc,ROXBURY,MA,1.69327E+18,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17,1,11,0,,,,5,,,,,8,9,,,,,,,,,,,,,,,,6,1,1,2,,,,2,,,,,3,3,,,,,,,,,,,,,,,,66,4,7,5,,,,17,2,,31,,45,21,,,,,,,,,,,,,,,,173353.5,216036,19.75712381,42.85714286,57.14285714,86309.78667,244270,7814756,WWW.YOUTHBUILD.ORG,82,41513584,40,41.17647059,41.66666667,,,other,5,5,5,5,6,6,6,6,44
237232208,Project for Pride in Living Inc,Minneapolis,MN,1.70044E+18,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,24,0,9,0,0,1,0,14,0,,0,0,10,14,0,0,0,,,,,,,,,,,,,6,,1,1,,,,4,,,,,2,4,,,,,6,,,1,5,,,,6,,,188,17,58,21,0,1,0,74,17,,0,0,124,60,0,4,0,,,,,,,,,,,,,189684,241063.25,21.31359716,80,20,47550.89583,373613,14848595,WWW.PPL-INC.ORG,293,24975691,50,56,44.44444444,,,other,3,3,5,5,10,6,6,6,44
260086305,Semper Fi & Americas Fund,Quantico,VA,1.67581E+18,White/Caucasian/European,Female,,,,,,,,,15,,2,,,,,12,1,,,,4,11,,,,,,,,,,,,,,,,5,,1,,,,,4,,,,,3,2,,,,,,,,,,,,,,,,175,1,10,12,,1,,146,5,,,,,,,,,,,,,,,,,,,,,184562.25,187559,1.597763904,20,80,68155.10169,211362,12989261,WWW.THEFUND.ORG,182,48350789,50,28.57142857,50,100,,other,4,5,5,0,10,10,8,2,44
232220051,International Development Enterprises,Denver,CO,1.64693E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,19,5,,1,,,,13,,,,,6,13,,,,,19,,,,19,,,,,,,6,1,,,,,,5,,,,,3,3,,,,,6,,,,6,,,,,,,50,14,4,3,,,,29,,,,,29,21,,,,,50,,,,,,,,,,,227622.25,197221.3333,-15.41461877,60,40,247522.06,419799,14469920,WWW.IDEGLOBAL.ORG,60,24447894,60,33.33333333,33.33333333,0,,other,5,5,5,5,6,4,10,4,44
814985512,Bail Project Inc,Venice,CA,1.68053E+18,Hispanic/Latino/Latina/Latinx,Male,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,11,,4,,,,,7,,,,,5,6,,,,,11,,,,,,,,,,,19,2,3,5,,,,9,,,,,10,9,,,,,,,,,,,,,,,,115,4,32,29,,2,,40,7,,,1,,,,,,,,,,,,,,,,,,199473,220757.2,9.641452238,62.5,37.5,54306.34759,339374,11857492,WWW.BAILPROJECT.ORG,195,18509125,60,50,42.85714286,,,other,3,3,5,5,6,6,6,10,44
364241970,Noble Network of Charter Schools,Chicago,IL,1.65064E+18,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,,,,,,,22,3,6,4,,0,,9,0,,0,0,10,12,,,,,,,,,,,,,,,,15,2,5,2,,,,6,,,,,10,5,,,,,,,,,,,,,,,,1735,46,549,548,,3,,504,50,,2,33,1075,634,,,26,,,,,,,,,16,126,6,1587,273430,233753.8333,-16.97348279,66.66666667,33.33333333,69488.94073,316363,147593677,WWW.NOBLENETWORK.ORG,2101,227971902,20,50,40,50,,college,4,4,5,5,0,6,10,10,44
953702136,Queenscare Health Centers,LOS ANGELES,CA,1.66812E+18,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,15,,1,9,,,,4,1,,,,6,9,,,,,15,,,,,,,,15,,,4,1,,1,,,,2,,,,,2,2,,,,,4,,,,,,,,4,,,244,43,10,169,,5,,15,2,,0,0,198,46,,,,,,,,,,,,2,226,5,11,265965.4,277659.25,4.211583083,44.44444444,55.55555556,74859.14984,351185,25207334,www.queenscarehealthcenters.org,316,35057821,60,53.84615385,57.14285714,,,hospital,4,4,5,5,6,6,6,8,44
42105756,Familyaid Boston Inc,Jamaica Plain,MA,1.64699E+18,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,17,,2,1,,,,14,,,,,5,12,,,,0,17,0,0,1,16,,,0,17,0,0,5,,1,1,,,,3,,,,,4,1,,,,,5,,,1,4,,0,,5,,,96,3,44,19,,,,30,,,,,,,,,96,,,,96,3,,,93,6,,,90,162583,203741,20.20113772,33.33333333,66.66666667,50125.23438,203741,6944937,WWW.FAMILYAIDBOSTON.ORG,131,14637192,50,33.33333333,42.85714286,,,hospital,3,5,5,5,10,6,6,4,44
43172401,The Housing Partnership Network Inc,Boston,MA,1.66818E+18,Black/African American,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,19,,2,2,,,,15,,,,,8,11,,,,,,,,,,,,,,,,21,2,3,1,,,,14,1,,,,10,11,,,,,,,,,,,,,,,,54,7,11,3,,,,31,2,,,,32,22,,,,,,,,,,,,,,,,336371.75,327430.5714,-2.73070976,63.63636364,36.36363636,89006.90196,431730,8176853,HOUSINGPARTNERSHIP.NET,62,12049370,40,58.82352941,28.57142857,66.66666667,,other,5,4,5,5,6,2,10,6,43
231352026,Jewish Family and Childrens Service of Greater Philadelphia,Bala Cynwyd,PA,1.68057E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23,,,,,,,,,,,23,,,,,23,,,,23,,,,23,,,,23,8,,,,,,,,,,,8,,,,,8,,,,8,,,,8,,,,8,108,,,,,,,,,,,108,,,,,108,,,,108,,,,108,,,,108,217839,175383,-24.20759139,50,50,44342.7037,250100,7969962,WWW.JFCSPHILLY.ORG,166,13810227,40,62.5,50,,,other,2,4,5,0,6,10,10,6,43
236399542,Melmark Inc,Berwyn,PA,1.64615E+18,White/Caucasian/European,Female,,,Person without a disability,White/Caucasian/European,Male,,,Person without a disability,15,,2,,,,,13,,,,,7,8,,,,,,,,,,,,,15,,,8,,,,,,,8,,,,,3,5,,,,,,,,,,,,,8,,,1077,14,547,42,,1,,457,16,,,,681,396,,,,,,,,,,,,,,,,334834.6,259019.1429,-29.27021389,58.33333333,41.66666667,58748.96613,743055,83268403,www.melmark.org,1370,108141990,40,30,50,,,other,3,2,5,5,6,10,10,2,43
943096716,Episcopal Community Services of San Francisco,San Francisco,CA,1.65036E+18,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Decline to state,,,,,,19,4,3,1,,0,,10,1,0,,,9,10,,,,,,,,2,5,,12,,,,,18,5,1,2,,,,9,1,,,,7,11,,,,,,,,,,,,,,,,428,48,204,80,,2,,70,24,,,,227,201,,,,,,,,,,,,,,,,196681,186395.75,-5.517963795,57.14285714,42.85714286,54230.38769,279595,36585378,WWW.ECS-SF.ORG,657,73591009,40,53.84615385,28.57142857,,,other,3,4,5,5,6,2,10,8,43
237314808,National Health Foundation,Los Angeles,CA,1.68229E+18,Black/African American,Female,Decline to state,Decline to state,Decline to state,,,,,,7,,2,,,,1,4,,,,,3,4,,,,,7,,,,,,7,,7,,,7,1,1,2,,,,3,,,,,4,3,,,,,7,,,3,4,,,1,6,,,53,2,8,24,,,,5,4,,,10,33,10,,,10,,43,,10,6,37,,10,7,36,,10,216719.3333,819016,73.53905988,25,75,58251.35922,285529,6650048,WWW.NATIONALHEALTHFOUNDATION.ORG,107,11254179,50,40,57.14285714,100,,hospital,3,4,5,5,10,6,4,6,43
381359505,Childrens Center of Wayne County Inc,Detroit,MI,1.69387E+18,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person with a disability,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,32,,12,,,,,20,,,,,17,15,,,,,32,,,1,31,,,,32,,,6,0,4,,,,,2,,,,,5,1,,,,,6,,,,6,,,1,5,,,198,2,129,7,1,,,53,6,,,,156,42,,,,2,183,10,3,18,172,6,2,4,194,,,208383.5,193065,-7.934374433,20,80,47770.92058,257870,14259144,WWW.THECHILDRENSCENTER.COM,282,22525850,66.66666667,65,47.05882353,0,,other,3,4,5,5,4,8,10,4,43
941687847,CONSERVATION SOCIETY OF CALIFORNIA,OAKLAND,CA,1.65996E+18,Asian/Asian American,Male,,,,,,,,,21,2,2,,,,,17,,,,,12,9,,,,,,,,,,,,,,,,11,1,,1,,,,9,,,,,7,4,,,,,,,,,,,,,,,,179,8,36,16,,0,,99,8,,,12,110,69,,,,,,,,,,,,,,,,159874.3333,211174.5,24.29278472,40,60,37317.18182,271305,14858598,WWW.OAKLANDZOO.ORG,379,35355250,60,60,50,,,other,2,3,5,5,6,10,6,6,43
231390618,Devereux Foundation,VILLANOVA,PA,1.67702E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16,1,2,,,,,13,,,,,8,8,,,,,,,,,,,,,,,,37,1,2,1,,0,,33,0,,0,0,22,15,0,0,0,,,,,,,,,,,,,6292,116,2997,687,,14,16,2267,150,,0,45,4237,2055,,,,,,,,,,,,,,,,388961.6,358058.75,-8.63066466,54.54545455,45.45454545,42449.4332,823916,404069735,www.devereux.org,9348,516847878,60,61.53846154,45.45454545,,,hospital,2,1,5,5,6,8,10,6,43
942762269,CATHOLIC CHARITIES OF SANTA CLARA COUNTY,San Jose,CA,1.69344E+18,White/Caucasian/European,Male,,,,White/Caucasian/European,Female,,,,21,2,1,4,,,,14,,,,,8,13,,,,,,,,,,,,,,,,5,2,,,,,,3,,,,,4,1,,,,,,,,,,,,,,,,488,88,18,284,,1,,76,16,,,5,364,118,,,6,,,,,,,,,,,,,216141.3333,264803,18.37655414,50,50,43342.9772,317069,28055421,www.catholiccharitiesscc.org,620,54565333,60,50,37.5,50,,other,2,3,5,5,6,6,6,10,43
561071085,Ipas,Chapel Hill,NC,1.64935E+18,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13,2,2,3,,,,6,,,,,8,5,,,,,,,,,,,,,,,,5,1,1,,,,,3,,,,,4,1,,,,,5,,,,,,5,,,,,82,8,10,7,,,,51,1,,,5,69,12,,,1,,,,82,,,,82,,,,82,244089.8571,215779.6667,-13.11995283,30,70,222129.5851,377378,23236149,WWW.IPAS.ORG,104,66162811,60,61.53846154,55.55555556,,,hospital,5,5,5,0,6,6,10,6,43
222882549,City Year Inc,BOSTON,MA,1.695E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,36,,8,,1,,,27,,,,,16,20,,,,,,,,,,,,,,,,12,1,4,,2,,,5,,,,,6,6,,,,,,,,,,,,,,,,951,60,267,150,,3,4,416,45,,,6,675,276,,,,,,,,,,,,,,,,279181.125,337147.75,17.19324095,33.33333333,66.66666667,75610.04296,474522,98623864,WWW.CITYYEAR.ORG,1269,184395439,60,52.38095238,40,50,,other,4,3,5,5,6,6,6,8,43
941670490,Spanish-Speaking Unity Council of Alameda County Inc,OAKLAND,CA,1.62325E+18,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,12,2,0,8,,,,2,,,,,6,6,,,,,,,,,,,,,,,,16,3,,9,,,,4,,,,,11,5,,,,,,,,,,,,,,,,305,23,39,208,,1,,24,10,,,,228,77,,,,,,,,,,,,,,,,273122.5,252293.75,-8.255753462,66.66666667,33.33333333,47827.5092,435303,17147188,WWW.UNITYCOUNCIL.ORG,332,34323567,60,55.55555556,40,0,,other,3,2,5,5,6,6,10,6,43
330416470,Habitat for Humanity International Inc,Bellflower,CA,1.695E+18,White/Caucasian/European,Female,,,,,,,,,26,2,3,2,0,0,0,17,0,2,0,0,12,14,0,0,0,,,,,,,,,,,,,8,2,3,0,0,0,0,3,0,,0,0,,,,,,,,,,,,,,,,,,175,9,21,95,0,0,2,41,7,,0,0,84,91,,,,,,,,,,,,,,,,253893.6667,189349,-34.08767232,40,60,45989.75882,358595,8958638,WWW.HABITATLA.ORG,175,56195444,50,33.33333333,33.33333333,,,other,2,3,5,5,10,4,10,4,43
800478843,Child Mind Institute Inc,New York,NY,1.6594E+18,White/Caucasian/European,Male,Not transgender,Heterosexual or Straight,,,,,,,35,,,,,,,,,,,,18,17,,,,,,,,,,,,,,,,20,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,291,19,18,37,,,,154,9,,54,,105,16,,170,,,,,,,,,,,,,,306277,385684.4,20.58869895,50,50,83784.73239,719306,15357239,WWW.CHILDMIND.ORG,152,71051674,40,57.14285714,54.54545455,,100,hospital,4,2,5,5,6,8,6,6,42
273523909,Community Solutions International Inc,NEW YORK,NY,1.7026E+18,White/Caucasian/European,Female,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,10,2,1,,,,,6,1,,,,6,4,,,,,10,,,,,,10,,,,10,4,,1,,,,,3,,,,,3,1,,,,,4,,,,,,4,,,,4,78,8,16,10,,,,41,3,,,,59,19,,,,,,,78,,,,78,,,,78,193630.6667,164714,-17.55568237,14.28571429,85.71428571,84913.19767,283155,8629033,WWW.CMTYSOLUTIONS.ORG,93,122989223,80,42.85714286,60,,,other,5,5,5,5,0,6,10,6,42
814254457,Holdsworth Center,AUSTIN,TX,1.64511E+18,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,15,0,2,6,,0,,7,,,,,7,8,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,8,10,13,,0,,33,1,,,,,,,,,,,,,,,,,,,,,253847.5556,272237,6.754939426,25,75,124855.2069,398626,9538673,HTTPS://HOLDSWORTHCENTER.ORG/,70,23861868,100,50,60,75,100,other,5,5,5,5,0,6,6,10,42
362544178,Envision Unlimited,CHICAGO,IL,1.63551E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,26,2,4,0,,0,,20,0,,0,0,10,16,,,,0,26,,,,,,,1,,,25,14,1,2,,,,,11,,,,,8,6,,,,,,,14,,,,14,,,,,669,10,474,31,,1,,83,10,51,,9,487,174,,,8,,,,,,,,,,,,,178457.6667,183623,2.81300999,57.14285714,42.85714286,33147.93819,249493,37202230,www.envisionunlimited.org,1091,53872193,40,41.66666667,45.45454545,,,other,1,3,5,5,6,8,8,6,42
131623838,Engenderhealth Inc,Washington,DC,1.6867E+18,White/Caucasian/European,Female,Not transgender (cisgender),,Person without a disability,,,,,,16,1,2,1,,,,12,,,,,11,5,,,,,,,,,,,,,,,,5,,3,,,,,2,,,,,3,2,,,,,5,,,,5,,,,5,,,259,47,190,3,,,,19,,,,,124,135,,,,,,,,,,,,,,,,249102.25,204518.75,-21.79922379,33.33333333,66.66666667,224277.2391,507578,13127646,WWW.ENGENDERHEALTH.ORG,58,26096101,100,64.28571429,42.85714286,66.66666667,0,other,5,5,5,5,0,6,10,6,42
911157127,Path,SEATTLE,WA,1.64089E+18,White/Caucasian/European,Male,,,Person without a disability,,,,,,14,0,2,0,,0,,7,0,,0,5,5,4,0,0,5,0,8,1,5,0,9,0,5,0,9,0,5,8,0,0,0,,0,,5,0,,0,3,4,4,0,0,0,,,,,,,,,1,4,0,3,1544,110,56,25,,1,,397,28,,0,927,831,713,0,0,0,,,,,,,,,25,503,33,983,322338.25,406785.875,20.75972402,50,50,199564.3318,635626,135407327,WWW.PATH.ORG,667,343117586,40,50,14.28571429,50,100,other,5,5,5,5,6,0,6,10,42
951647810,Five Acres-the Boys & Girls Aid Society of Los Angeles County,Altadena,CA,1.70122E+18,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,19,2,1,2,,,,14,,,,,13,6,,,,,,,,,,,,,,,,22,5,1,10,,,,6,,,,,,,,,,,,,,,,,,,,,,378,23,81,179,,2,,52,24,,17,,261,117,,,,,,,,,,,,,,,,252235.7143,216517.6667,-16.49659733,30,70,54977.32484,418672,28309523,www.5acres.org,481,44125026,80,61.53846154,50,66.66666667,,other,3,3,5,5,0,10,10,6,42
451447048,Leading Educators Inc,New Orleans,LA,1.70165E+18,Asian/Asian American,Male,Not transgender,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,12,2,2,1,1,,,6,,,,,6,6,,,,,,,,,,,,,,,,6,1,2,2,,,,1,,,,,4,2,,,,,,,,,,,,,,,,107,6,52,5,,,1,37,6,,,,87,18,2,,,,,,,,,,,,,,,180558.6667,176842.3333,-2.101495306,33.33333333,66.66666667,108686.8902,252744,10526204,WWW.LEADINGEDUCATORS. ORG,91,33021639,60,63.63636364,83.33333333,,,other,5,5,5,5,6,0,10,6,42
223223641,Roca Inc,Chelsea,MA,1.65879E+18,White/Caucasian/European,Female,Not transgender (cisgender),,Person without a disability,,,,,,16,1,4,2,,,,9,,,,,6,10,,,,,,,,,,,,,,,,7,2,,,,,,5,,,,,3,4,,,,,,,,,,,,,,,,136,9,42,34,,1,,42,8,,,,75,60,1,,,,,,,,,,,,,,,198075,175157.5,-13.08393874,57.14285714,42.85714286,32074.49593,216349,13130344,ROCAINC.ORG,376,20784215,60,28.57142857,50,,,other,1,3,5,5,6,10,10,2,42
582126423,Atlanta Educational Telecommunications Collaborative,Atlanta,GA,1.69413E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,22,2,5,1,,,,14,,,,,9,13,,,,,,,,,,,,,22,,,8,1,4,,,,,3,,,,,3,5,,,,,,,,,8,,,,8,,,76,1,33,12,,,,30,,,,,50,26,,,,,,,,8,68,,,,,,,201448,224327.75,10.19925087,50,50,68781.07447,327261,8168524,www.wabe.org,102,16306091,40,35.29411765,40,50,,college,4,4,5,5,6,6,6,6,42
131628180,Lenox Hill Neighborhood House Inc,New York,NY,1.70597E+18,White/Caucasian/European,Male,Not transgender,,,,,,,,22,1,1,1,,,,19,,,,,8,14,,,,,22,,,,,,,,,,,4,1,,,,,,3,,,,,2,2,,,,,,,,,,,,,,,,165,16,38,48,,,,55,6,,2,,120,44,1,,,,,,,,,,,,,,,246479,312929,21.2348488,66.66666667,33.33333333,69925.48128,337586,13948402,www.lenoxhill.org,190,25360828,60,38.0952381,40,0,,other,4,4,5,5,6,6,6,6,42
912083484,Villagereach,SEATTLE,WA,1.64519E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11,,3,,,,,8,,,,,5,6,,,,,,,,,,,,,,,,18,1,7,1,,,,9,,,,,11,7,,,,,,,,,,,,,18,,,177,3,126,2,,,,41,,5,,,84,92,1,,,,,,,,,,,,,,,173701,168539,-3.062792588,25,75,90671.92593,208572,12930352,WWW.VILLAGEREACH.ORG,139,38256867,40,40,80,,,other,5,5,5,5,6,0,10,6,42
133573852,Hispanic Federation Inc,New York,NY,1.6988E+18,Hispanic/Latino/Latina/Latinx,Male,Not transgender,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,15,,,13,,,,2,,,,,6,9,,,,,15,,,,,,,,,,,14,,,11,,,,2,,,1,,8,6,,,,,14,,,3,11,,,,14,,,97,1,1,85,,,,5,1,,4,,74,21,2,,,1,96,,,4,91,2,,,97,,,221711.25,186178.5,-19.08531329,33.33333333,66.66666667,22348.61511,339552,7472117,HTTPS://HISPANICFEDERATION.ORG,284,37032621,60,33.33333333,50,,,other,1,1,5,5,6,10,10,4,42
770568469,Reading Partners,Oakland,CA,1.69759E+18,Black/African American,Female,,,,,,,,,12,0,1,1,0,0,0,9,1,,,,5,7,,,,,,,,,,,,,,,,7,0,3,1,0,0,0,3,0,,,,4,3,,,,,,,,,,,,,,,,203,12,49,18,,,,106,16,,,2,156,43,4,,0,,,,,,,,,,,,,221325,180818,-22.40208386,37.5,62.5,28947.37396,385408,22549083,WWW.READINGPARTNERS.ORG,730,49953069,60,63.63636364,40,,,other,1,2,5,5,6,6,10,6,41
10679337,San Francisco Foundation,San Francisco,CA,1.65931E+18,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12,2,4,1,,0,,3,1,1,,,5,7,,,,0,12,,,1,11,,,0,12,,,7,1,2,1,,0,,3,0,,0,0,4,3,,,,,,,,,,,,,,,,74,15,15,13,,,,21,7,3,,,56,18,0,0,0,,,,,,,,,5,69,,,277451.2857,364519.3333,23.8857146,30,70,107110.1966,565279,15567610,WWW.SFF.ORG,127,297436709,80,40,50,50,,other,5,4,5,5,0,10,6,6,41
